model,term,estimate,std_error,p_value,exp_estimate,ci_l,ci_u,sig
chain_day,ent_f15,-0.265386582412073,0.0172144701425385,4.20139351185162e-53,0.766909418969686,-0.299126943891448,-0.231646220932697,***
chain_day,mujer:desventaja,0.317217592769874,0.0274558515589977,1.03618487085849e-30,1.373301359864,0.263404123714238,0.371031061825509,***
chain_day,mujer:hay_menores12,0.56109724927775,0.0265076781709468,1.26248083831844e-97,1.7525944786845,0.509142200062694,0.613052298492805,***
stops_tour,(Intercept),-3.86620443556789,0.133833311768621,2.48606924706909e-177,0.0209376891466483,-4.12851772663439,-3.60389114450139,***
stops_tour,mujer,0.0443797789842538,0.0362796560816024,0.221252679505227,1.04537929259528,-0.0267283469356868,0.115487904904194,""
stops_tour,desventaja,-0.336193465704248,0.0521283727438732,1.16753622695462e-10,0.714484864126563,-0.43836507628224,-0.234021855126257,***
stops_tour,hay_menores12,0.198840860702117,0.042898252037346,3.6048281349183e-06,1.21998780244846,0.114760286708919,0.282921434695315,***
stops_tour,edad,0.0166135416598469,0.00376647036109241,1.03856956137582e-05,1.01675231397785,0.00923125975210578,0.023995823567588,***
stops_tour,I(edad^2),-0.000144401746222198,4.52610588257839e-05,0.0014244057156366,0.999855608679208,-0.000233113421520735,-5.56900709236616e-05,***
stops_tour,trabaja,0.317726858642774,0.0330300788319213,7.97691277009458e-22,1.37400091349406,0.252987904132208,0.38246581315334,***
stops_tour,niv_f1,-0.0780603875419322,0.160571990612256,0.626877342031126,0.924908571901925,-0.392781489141955,0.236660714058091,""
stops_tour,niv_f2,0.297119506286942,0.120560011238556,0.0137348869389804,1.34597614244813,0.0608218842593723,0.533417128314511,**
stops_tour,niv_f3,0.369232783428483,0.122840326730534,0.00265448156418143,1.44662431465054,0.128465743036637,0.609999823820329,***
stops_tour,niv_f4,0.746257775055384,0.138040553901639,6.56822880195593e-08,2.10909253136522,0.475698289408171,1.0168172607026,***
stops_tour,niv_f5,0.386912674447664,0.296740596166655,0.192301756074831,1.4724279050787,-0.19469889403898,0.968524242934308,""
