n_personas,municipios_base,match_coneval_pct,match_enoe_pct,corte_pobreza_p75,corte_desoc_p75,pct_sin_auto,pct_periferia,pct_pobreza_multi,pct_alta_desoc,pct_desventaja,pct_chain_tour_all,pct_chain_tour_trav
199973,76,100,100,56,4.15,57.4,26.3,8.2,32.8,36.9,4.4,5.8
