n_persons,pct_weekday_travel,pct_trip_chain_tour_all,pct_trip_chain_dia_all,pct_trip_chain_tour_travelers,pct_sin_auto,pct_periferia
199973,74.8672715539176,4.36888568380322,23.3957007420393,5.83550808400551,57.4124609380185,26.2834497077452
