id_soc,tour_id,n_trips_tour,n_nonhome,n_nonmandatory,n_care,time_tour_min,tour_chain,paradas_intermedias_tour
18592,1,2,1,0,0,240,0,0
18593,1,2,1,1,1,85,0,0
18595,1,2,1,0,0,80,0,0
18599,1,2,1,1,0,105,0,0
18602,1,2,1,0,0,60,0,0
18604,1,2,1,1,1,45,0,0
18604,2,2,1,1,1,30,0,0
18605,1,2,1,0,0,35,0,0
18606,1,2,1,0,0,50,0,0
18607,1,2,1,1,1,50,0,0
18607,2,2,1,1,1,60,0,0
18608,1,2,1,0,0,56,0,0
18609,1,2,1,0,0,53,0,0
18610,1,2,1,1,0,105,0,0
18611,1,2,1,0,0,145,0,0
18613,1,2,1,0,0,10,0,0
18616,1,2,1,0,0,70,0,0
18617,1,4,3,2,2,195,1,2
18618,1,2,1,0,0,60,0,0
18620,1,2,1,0,0,213,0,0
18621,1,2,1,0,0,220,0,0
18623,1,2,1,0,0,271,0,0
18624,1,3,2,0,0,93,1,1
18625,1,2,1,0,0,72,0,0
18626,1,2,1,0,0,145,0,0
18627,1,2,1,1,0,126,0,0
18629,1,2,1,0,0,240,0,0
18630,1,2,1,0,0,240,0,0
18631,1,2,1,0,0,145,0,0
18632,1,2,1,0,0,185,0,0
18633,1,2,1,0,0,60,0,0
18635,1,2,1,1,1,30,0,0
18636,1,2,1,0,0,50,0,0
18637,1,2,1,0,0,30,0,0
18638,1,2,1,0,0,100,0,0
18639,1,2,1,1,1,11,0,0
18639,2,2,1,1,1,10,0,0
18640,1,2,1,0,0,105,0,0
18641,1,2,1,0,0,10,0,0
18643,1,2,1,0,0,75,0,0
18644,1,2,1,1,0,115,0,0
18645,1,2,1,0,0,250,0,0
18646,1,2,1,0,0,25,0,0
18647,1,2,1,1,1,30,0,0
18650,1,2,1,0,0,30,0,0
18651,1,2,1,0,0,30,0,0
18652,1,2,1,1,1,40,0,0
18652,2,2,1,1,1,40,0,0
18654,1,2,1,0,0,232,0,0
18655,1,2,1,0,0,270,0,0
18656,1,2,1,0,0,30,0,0
18657,1,2,1,0,0,30,0,0
18658,1,2,1,1,1,120,0,0
18659,1,2,1,0,0,45,0,0
18660,1,2,1,0,0,40,0,0
18661,1,2,1,0,0,100,0,0
18662,1,1,1,1,1,10,0,0
18663,1,2,1,1,0,35,0,0
18664,1,2,1,0,0,135,0,0
18665,1,2,1,1,1,30,0,0
18666,1,2,1,0,0,25,0,0
18667,1,2,1,1,1,85,0,0
18668,1,2,1,1,0,40,0,0
18669,1,2,1,1,1,30,0,0
18669,2,2,1,0,0,30,0,0
18670,1,2,1,0,0,195,0,0
18671,1,2,1,0,0,30,0,0
18672,1,2,1,0,0,145,0,0
18673,1,2,1,1,1,35,0,0
18673,2,2,1,1,1,45,0,0
18675,1,2,1,0,0,25,0,0
18677,1,2,1,1,1,50,0,0
18678,1,2,1,1,1,50,0,0
18679,1,2,1,0,0,50,0,0
18680,1,2,1,0,0,50,0,0
18681,1,2,1,0,0,50,0,0
18683,1,2,1,1,0,25,0,0
18684,1,2,1,0,0,45,0,0
18686,1,2,1,0,0,245,0,0
18687,1,2,1,1,0,200,0,0
18688,1,2,1,1,0,240,0,0
18689,1,2,1,1,1,170,0,0
18690,1,2,1,0,0,225,0,0
18691,1,1,1,0,0,50,0,0
18692,1,2,1,1,0,75,0,0
18693,1,1,1,1,1,45,0,0
18694,1,2,1,0,0,116,0,0
18695,1,2,1,0,0,245,0,0
18696,1,2,1,0,0,35,0,0
18697,1,2,1,1,1,25,0,0
18697,2,2,1,1,1,30,0,0
18698,1,2,1,1,0,30,0,0
18700,1,2,1,0,0,25,0,0
18701,1,2,1,0,0,25,0,0
18702,1,2,1,0,0,180,0,0
18703,1,2,1,0,0,140,0,0
18704,1,2,1,0,0,210,0,0
18705,1,2,1,0,0,40,0,0
18706,1,2,1,1,1,50,0,0
18706,2,2,1,1,1,20,0,0
18707,1,2,1,0,0,175,0,0
18708,1,2,1,0,0,30,0,0
18709,1,2,1,0,0,35,0,0
18711,1,2,1,1,1,40,0,0
18711,2,2,1,1,1,35,0,0
18712,1,2,1,0,0,40,0,0
18713,1,2,1,0,0,40,0,0
18714,1,2,1,0,0,195,0,0
18715,1,2,1,0,0,215,0,0
18716,1,1,1,0,0,65,0,0
18717,1,2,1,0,0,110,0,0
18720,1,2,1,0,0,155,0,0
18721,1,2,1,0,0,30,0,0
18722,1,2,1,0,0,60,0,0
18724,1,2,1,0,0,230,0,0
18725,1,2,1,1,1,80,0,0
18726,1,2,1,0,0,35,0,0
18727,1,2,1,0,0,60,0,0
18728,1,2,1,0,0,80,0,0
18729,1,2,1,1,1,20,0,0
18729,2,1,1,1,1,10,0,0
18732,1,2,1,0,0,200,0,0
18733,1,2,1,0,0,20,0,0
18733,2,2,1,0,0,20,0,0
18734,1,2,1,0,0,50,0,0
18736,1,2,1,0,0,160,0,0
18737,1,2,1,1,1,10,0,0
18737,2,2,1,1,1,15,0,0
18739,1,2,1,0,0,60,0,0
18740,1,2,1,1,1,60,0,0
18741,1,2,1,0,0,170,0,0
18742,1,2,1,0,0,60,0,0
18743,1,2,1,0,0,290,0,0
18744,1,2,1,0,0,75,0,0
18745,1,2,1,0,0,75,0,0
18746,1,3,2,1,0,85,1,1
18748,1,1,1,0,0,75,0,0
18749,1,2,1,1,1,80,0,0
18749,2,2,1,1,1,60,0,0
18750,1,2,1,0,0,60,0,0
18751,1,2,1,0,0,70,0,0
18753,1,2,1,0,0,90,0,0
18754,1,2,1,1,0,70,0,0
18755,1,2,1,1,1,300,0,0
18756,1,1,1,1,0,120,0,0
18757,1,2,1,1,0,120,0,0
18764,1,3,2,2,1,230,1,1
18765,1,2,1,0,0,230,0,0
18766,1,2,1,0,0,100,0,0
18768,1,2,1,0,0,25,0,0
18769,1,2,1,1,0,20,0,0
18770,1,2,1,0,0,20,0,0
18771,1,2,1,0,0,20,0,0
18772,1,2,1,1,0,20,0,0
18773,1,2,1,0,0,25,0,0
18774,1,2,1,0,0,70,0,0
18775,1,2,1,0,0,165,0,0
18779,1,2,1,1,0,40,0,0
18779,2,2,1,1,0,40,0,0
18782,1,1,1,0,0,10,0,0
18783,1,2,1,1,0,100,0,0
18784,1,2,2,2,0,115,1,1
18785,1,2,1,1,0,70,0,0
18785,2,2,1,1,1,35,0,0
18786,1,2,1,1,0,10,0,0
18786,2,2,1,1,1,15,0,0
18786,3,2,1,1,1,63,0,0
18786,4,2,1,1,1,35,0,0
18787,1,2,1,0,0,37,0,0
18788,1,2,1,0,0,45,0,0
18789,1,2,1,0,0,45,0,0
18790,1,2,1,0,0,185,0,0
18791,1,2,1,1,1,60,0,0
18792,1,2,1,0,0,230,0,0
18794,1,2,1,1,0,30,0,0
18795,1,3,2,2,1,15,1,1
18797,1,1,1,0,0,50,0,0
18798,1,2,1,0,0,240,0,0
18799,1,2,1,0,0,170,0,0
18800,1,2,1,0,0,60,0,0
18801,1,2,1,0,0,60,0,0
18802,1,2,1,0,0,50,0,0
18803,1,2,1,0,0,40,0,0
18804,1,2,1,1,1,45,0,0
18805,1,2,1,1,1,35,0,0
18806,1,2,1,0,0,60,0,0
18807,1,2,1,0,0,50,0,0
18808,1,2,1,0,0,300,0,0
18809,1,2,1,0,0,150,0,0
18810,1,3,2,0,0,310,1,1
18811,1,2,1,1,1,30,0,0
18812,1,2,1,1,1,30,0,0
18812,2,1,1,1,0,15,0,0
18813,1,2,1,0,0,30,0,0
18814,1,2,1,1,0,70,0,0
18815,1,2,1,1,0,40,0,0
18816,1,2,1,0,0,30,0,0
18817,1,2,1,0,0,30,0,0
18818,1,2,1,0,0,30,0,0
18819,1,2,1,0,0,190,0,0
18820,1,2,1,0,0,265,0,0
18821,1,2,1,0,0,240,0,0
18822,1,2,1,0,0,190,0,0
18823,1,2,1,1,1,40,0,0
18823,2,1,1,1,1,20,0,0
18825,1,2,1,0,0,170,0,0
18826,1,2,1,0,0,190,0,0
18827,1,2,1,0,0,60,0,0
18828,1,2,1,0,0,60,0,0
18829,1,2,1,0,0,270,0,0
18830,1,3,2,2,0,105,1,1
18832,1,2,1,0,0,200,0,0
18833,1,2,1,1,0,90,0,0
18835,1,2,1,0,0,33,0,0
18836,1,3,2,0,0,70,1,1
18838,1,2,1,0,0,140,0,0
18839,1,2,1,0,0,40,0,0
18839,2,2,1,1,0,30,0,0
18840,1,2,1,0,0,270,0,0
18841,1,2,1,1,1,140,0,0
18841,2,2,1,1,1,170,0,0
18842,1,2,1,0,0,160,0,0
18843,1,2,1,1,1,148,0,0
18844,1,2,1,1,1,96,0,0
18844,2,2,1,1,1,148,0,0
18845,1,2,1,0,0,126,0,0
18846,1,2,1,0,0,100,0,0
18847,1,2,1,0,0,35,0,0
18849,1,2,1,0,0,90,0,0
18850,1,2,1,0,0,120,0,0
18851,1,2,1,0,0,50,0,0
18853,1,2,1,0,0,60,0,0
18854,1,2,1,0,0,40,0,0
18855,1,1,0,0,0,60,0,0
18855,2,1,1,1,0,90,0,0
18856,1,2,1,0,0,45,0,0
18856,2,2,1,1,0,27,0,0
18857,1,2,1,0,0,120,0,0
18859,1,2,1,0,0,125,0,0
18860,1,2,1,1,1,130,0,0
18861,1,2,1,0,0,20,0,0
18862,1,2,1,0,0,185,0,0
18863,1,2,1,1,0,80,0,0
18865,1,2,1,0,0,165,0,0
18866,1,2,1,1,1,185,0,0
18867,1,2,1,0,0,130,0,0
18868,1,2,1,0,0,250,0,0
18869,1,2,1,0,0,170,0,0
18870,1,2,1,1,0,170,0,0
18872,1,2,1,0,0,260,0,0
18873,1,2,1,1,0,20,0,0
18875,1,2,1,0,0,260,0,0
18876,1,3,2,2,1,75,1,1
18877,1,2,1,0,0,160,0,0
18878,1,3,2,2,1,80,1,1
18879,1,2,1,0,0,50,0,0
18880,1,2,1,1,1,40,0,0
18881,1,1,1,0,0,20,0,0
18882,1,2,1,0,0,20,0,0
18883,1,2,1,1,1,35,0,0
18884,1,2,1,1,1,35,0,0
18885,1,3,2,2,1,70,1,1
18886,1,2,1,0,0,20,0,0
18887,1,2,1,0,0,100,0,0
18888,1,2,1,0,0,140,0,0
18889,1,2,1,1,1,95,0,0
18890,1,2,1,0,0,55,0,0
18891,1,3,2,2,0,145,1,1
18894,1,2,1,0,0,110,0,0
18895,1,2,1,0,0,130,0,0
18897,1,2,1,1,0,195,0,0
18898,1,3,2,0,0,135,1,1
18899,1,2,1,0,0,265,0,0
18900,1,2,1,1,1,45,0,0
18901,1,2,1,1,1,50,0,0
18902,1,2,1,1,1,90,0,0
18904,1,2,1,0,0,135,0,0
18907,1,2,1,0,0,150,0,0
18908,1,2,1,1,1,75,0,0
18909,1,2,1,0,0,85,0,0
18910,1,2,1,1,1,30,0,0
18911,1,2,1,0,0,70,0,0
18912,1,2,1,1,0,20,0,0
18913,1,2,1,1,0,40,0,0
18914,1,4,3,1,1,60,1,2
18915,1,2,1,0,0,20,0,0
18916,1,3,2,0,0,210,1,1
18917,1,3,2,0,0,210,1,1
18918,1,4,3,2,0,60,1,2
18920,1,2,1,0,0,130,0,0
18921,1,2,1,0,0,120,0,0
18922,1,2,1,0,0,120,0,0
18923,1,2,1,0,0,75,0,0
18924,1,2,1,0,0,140,0,0
18926,1,2,1,1,0,180,0,0
18928,1,2,1,1,1,35,0,0
18929,1,2,1,0,0,210,0,0
18930,1,2,1,0,0,30,0,0
18931,1,2,1,0,0,15,0,0
18932,1,2,1,0,0,150,0,0
18933,1,2,1,0,0,150,0,0
18934,1,2,1,0,0,120,0,0
18936,1,2,1,0,0,135,0,0
18937,1,2,1,0,0,120,0,0
18938,1,2,1,0,0,240,0,0
18939,1,2,1,1,1,60,0,0
18940,1,4,3,2,1,115,1,2
18941,1,2,1,0,0,60,0,0
18945,1,2,1,0,0,60,0,0
18946,1,2,1,0,0,150,0,0
18947,1,2,1,1,0,50,0,0
18948,1,2,1,1,0,50,0,0
18949,1,2,1,0,0,190,0,0
18950,1,2,1,0,0,110,0,0
18951,1,2,1,0,0,90,0,0
18954,1,2,1,0,0,220,0,0
18955,1,2,1,1,1,150,0,0
18956,1,2,1,0,0,145,0,0
18957,1,2,1,0,0,30,0,0
18957,2,2,1,1,1,60,0,0
18958,1,2,1,0,0,160,0,0
18959,1,2,1,0,0,180,0,0
18960,1,2,1,1,0,240,0,0
18961,1,2,1,0,0,25,0,0
18962,1,2,1,0,0,270,0,0
18963,1,2,1,1,0,60,0,0
18964,1,2,1,0,0,55,0,0
18965,1,2,1,1,0,70,0,0
18966,1,2,1,1,0,120,0,0
18969,1,3,2,2,0,145,1,1
18970,1,2,1,0,0,60,0,0
18971,1,2,1,0,0,15,0,0
18972,1,2,1,0,0,220,0,0
18974,1,1,1,0,0,75,0,0
18975,1,2,1,0,0,150,0,0
18976,1,2,1,1,1,325,0,0
18977,1,2,1,1,0,44,0,0
18978,1,2,1,0,0,122,0,0
18979,1,2,1,0,0,122,0,0
18980,1,2,1,1,0,325,0,0
18983,1,1,1,0,0,55,0,0
18984,1,3,2,2,1,333,1,1
18986,1,2,1,0,0,105,0,0
18987,1,2,1,1,1,28,0,0
18987,2,2,1,1,1,30,0,0
18989,1,2,1,1,1,92,0,0
18989,2,2,1,1,1,92,0,0
18990,1,2,1,0,0,92,0,0
18991,1,2,1,0,0,244,0,0
18992,1,1,1,0,0,125,0,0
18994,1,1,1,0,0,190,0,0
18996,1,2,1,0,0,20,0,0
18997,1,2,1,0,0,75,0,0
18998,1,2,2,2,2,35,1,1
19003,1,2,1,0,0,160,0,0
19004,1,2,1,0,0,160,0,0
19005,1,2,1,0,0,210,0,0
19006,1,2,1,1,0,80,0,0
19009,1,2,1,0,0,170,0,0
19011,1,2,1,1,0,81,0,0
19012,1,1,1,1,0,60,0,0
19013,1,1,1,1,0,40,0,0
19015,1,1,1,0,0,60,0,0
19016,1,1,1,0,0,85,0,0
19017,1,1,1,0,0,20,0,0
19018,1,1,1,0,0,100,0,0
19019,1,2,1,0,0,124,0,0
19020,1,2,1,1,0,30,0,0
19021,1,2,1,0,0,59,0,0
19022,1,2,1,0,0,97,0,0
19023,1,2,1,0,0,95,0,0
19026,1,2,1,0,0,132,0,0
19027,1,2,1,1,1,34,0,0
19027,2,2,1,1,1,44,0,0
19028,1,2,1,0,0,214,0,0
19029,1,2,1,0,0,214,0,0
19030,1,2,1,1,0,74,0,0
19031,1,2,1,0,0,136,0,0
19032,1,2,1,0,0,64,0,0
19034,1,2,1,1,0,40,0,0
19035,1,2,1,0,0,145,0,0
19036,1,2,1,0,0,195,0,0
19037,1,2,1,1,0,65,0,0
19038,1,2,1,1,0,40,0,0
19040,1,2,1,1,0,40,0,0
19041,1,2,1,1,0,40,0,0
19042,1,2,2,1,1,30,1,1
19043,1,2,1,1,1,50,0,0
19044,1,2,1,0,0,50,0,0
19045,1,2,1,0,0,40,0,0
19047,1,2,1,0,0,305,0,0
19050,1,2,1,0,0,210,0,0
19051,1,2,1,1,0,70,0,0
19052,1,2,1,0,0,145,0,0
19053,1,2,1,0,0,30,0,0
19054,1,2,1,0,0,30,0,0
19059,1,2,1,1,0,20,0,0
19060,1,2,1,0,0,110,0,0
19061,1,2,1,1,0,195,0,0
19062,1,2,1,1,1,40,0,0
19063,1,2,1,0,0,40,0,0
19066,1,2,1,0,0,102,0,0
19067,1,2,1,1,1,25,0,0
19068,1,2,1,0,0,35,0,0
19070,1,2,1,0,0,305,0,0
19071,1,2,1,1,1,125,0,0
19072,1,2,1,1,1,125,0,0
19073,1,2,1,0,0,45,0,0
19075,1,2,1,0,0,150,0,0
19076,1,2,1,1,1,80,0,0
19077,1,2,2,1,0,120,1,1
19080,1,2,1,0,0,95,0,0
19082,1,1,1,0,0,,0,0
19084,1,2,1,0,0,80,0,0
19085,1,1,1,1,1,15,0,0
19086,1,1,1,0,0,75,0,0
19087,1,1,1,0,0,15,0,0
19088,1,2,1,0,0,230,0,0
19089,1,2,1,1,1,40,0,0
19089,2,2,1,1,1,45,0,0
19090,1,2,1,0,0,40,0,0
19091,1,2,1,1,0,40,0,0
19092,1,2,1,1,1,55,0,0
19092,2,2,1,1,1,60,0,0
19093,1,2,1,0,0,280,0,0
19094,1,2,1,0,0,60,0,0
19095,1,2,1,0,0,175,0,0
19096,1,3,2,2,2,85,1,1
19096,2,3,2,2,2,75,1,1
19097,1,2,1,0,0,140,0,0
19098,1,2,1,0,0,55,0,0
19100,1,2,1,1,0,70,0,0
19101,1,2,1,1,0,70,0,0
19102,1,2,1,0,0,165,0,0
19103,1,2,2,2,0,270,1,1
19105,1,2,1,0,0,204,0,0
19106,1,2,1,0,0,309,0,0
19107,1,2,1,1,0,70,0,0
19107,2,2,1,1,0,60,0,0
19109,1,2,1,0,0,340,0,0
19110,1,4,3,1,0,245,1,2
19111,1,2,1,1,1,20,0,0
19113,1,2,1,1,1,30,0,0
19114,1,2,1,0,0,10,0,0
19115,1,2,1,1,0,60,0,0
19116,1,2,1,0,0,60,0,0
19117,1,2,1,1,1,320,0,0
19118,1,2,1,1,1,285,0,0
19119,1,2,1,0,0,55,0,0
19120,1,2,1,0,0,120,0,0
19121,1,2,1,1,1,30,0,0
19121,2,2,1,1,1,40,0,0
19122,1,2,1,0,0,35,0,0
19124,1,2,1,1,1,40,0,0
19124,2,2,1,1,1,40,0,0
19125,1,2,1,0,0,180,0,0
19126,1,2,1,0,0,45,0,0
19127,1,2,1,0,0,40,0,0
19130,1,2,1,0,0,240,0,0
19131,1,2,1,0,0,110,0,0
19133,1,2,1,1,0,230,0,0
19134,1,2,1,1,0,60,0,0
19135,1,2,1,0,0,40,0,0
19136,1,2,1,0,0,165,0,0
19137,1,2,1,0,0,180,0,0
19138,1,2,1,0,0,135,0,0
19139,1,2,1,0,0,50,0,0
19140,1,2,1,0,0,230,0,0
19141,1,2,1,1,1,35,0,0
19141,2,2,1,1,1,45,0,0
19142,1,2,1,0,0,45,0,0
19145,1,2,1,1,1,105,0,0
19146,1,2,1,0,0,210,0,0
19147,1,2,1,1,1,105,0,0
19148,1,2,1,0,0,40,0,0
19149,1,2,1,0,0,40,0,0
19151,1,2,1,0,0,140,0,0
19152,1,2,1,1,1,45,0,0
19152,2,2,1,1,1,45,0,0
19153,1,2,1,0,0,45,0,0
19154,1,2,1,0,0,45,0,0
19155,1,2,1,0,0,220,0,0
19156,1,4,3,3,3,100,1,2
19158,1,2,1,1,0,100,0,0
19159,1,2,1,1,0,100,0,0
19160,1,2,1,0,0,120,0,0
19161,1,2,1,0,0,120,0,0
19162,1,2,1,0,0,120,0,0
19163,1,2,1,1,0,40,0,0
19164,1,2,1,1,1,110,0,0
19164,2,2,1,1,0,50,0,0
19165,1,2,1,0,0,115,0,0
19166,1,2,1,0,0,115,0,0
19167,1,2,1,1,0,370,0,0
19168,1,2,1,0,0,220,0,0
19169,1,2,1,0,0,150,0,0
19170,1,2,1,1,1,365,0,0
19171,1,2,1,0,0,60,0,0
19172,1,2,1,1,1,90,0,0
19173,1,2,1,0,0,100,0,0
19174,1,2,1,0,0,110,0,0
19175,1,2,1,0,0,75,0,0
19176,1,2,1,0,0,170,0,0
19177,1,2,1,1,1,40,0,0
19177,2,2,1,1,1,40,0,0
19178,1,2,1,0,0,105,0,0
19179,1,2,1,0,0,110,0,0
19180,1,2,1,0,0,80,0,0
19181,1,2,1,0,0,110,0,0
19182,1,2,1,1,1,50,0,0
19182,2,2,1,1,1,50,0,0
19183,1,2,1,0,0,50,0,0
19186,1,2,1,0,0,230,0,0
19187,1,2,1,1,0,115,0,0
19188,1,2,1,0,0,230,0,0
19189,1,2,1,0,0,55,0,0
19190,1,2,1,1,0,40,0,0
19191,1,2,1,0,0,230,0,0
19192,1,2,1,0,0,110,0,0
19193,1,2,1,1,0,40,0,0
19194,1,2,1,0,0,120,0,0
19195,1,2,1,0,0,60,0,0
19196,1,2,1,0,0,60,0,0
19197,1,2,1,0,0,60,0,0
19198,1,2,1,0,0,175,0,0
19199,1,2,1,1,1,40,0,0
19199,2,2,1,1,1,45,0,0
19200,1,2,1,0,0,105,0,0
19201,1,2,1,0,0,40,0,0
19203,1,2,1,0,0,190,0,0
19204,1,2,1,1,1,80,0,0
19204,2,2,1,1,1,80,0,0
19205,1,2,1,0,0,80,0,0
19206,1,2,1,0,0,80,0,0
19208,1,2,1,0,0,95,0,0
19209,1,2,1,0,0,60,0,0
19210,1,2,1,0,0,55,0,0
19212,1,2,1,0,0,55,0,0
19213,1,2,1,0,0,190,0,0
19214,1,2,1,0,0,40,0,0
19215,1,2,1,0,0,30,0,0
19216,1,2,1,0,0,30,0,0
19217,1,2,1,1,0,20,0,0
19218,1,2,1,0,0,50,0,0
19219,1,2,1,0,0,40,0,0
19220,1,2,1,0,0,70,0,0
19221,1,2,1,0,0,95,0,0
19222,1,2,1,0,0,50,0,0
19223,1,2,1,0,0,60,0,0
19224,1,2,1,0,0,60,0,0
19225,1,2,1,0,0,50,0,0
19226,1,2,1,1,1,20,0,0
19226,2,2,1,1,1,20,0,0
19229,1,2,1,0,0,200,0,0
19230,1,2,1,0,0,230,0,0
19231,1,2,1,0,0,120,0,0
19232,1,2,1,0,0,40,0,0
19233,1,2,1,0,0,40,0,0
19234,1,2,1,0,0,150,0,0
19235,1,2,1,0,0,185,0,0
19236,1,2,1,1,1,105,0,0
19237,1,2,1,1,0,50,0,0
19238,1,2,1,1,0,50,0,0
19239,1,2,1,0,0,190,0,0
19240,1,2,1,0,0,120,0,0
19241,1,2,1,0,0,50,0,0
19242,1,2,1,0,0,115,0,0
19243,1,2,1,0,0,60,0,0
19244,1,2,1,1,0,60,0,0
19246,1,2,1,1,1,30,0,0
19246,2,2,1,1,1,35,0,0
19247,1,2,1,0,0,210,0,0
19248,1,2,1,0,0,115,0,0
19250,1,2,1,0,0,180,0,0
19251,1,2,1,0,0,35,0,0
19252,1,2,1,0,0,35,0,0
19253,1,2,1,0,0,35,0,0
19254,1,2,1,0,0,270,0,0
19255,1,2,1,0,0,120,0,0
19256,1,2,1,1,1,40,0,0
19256,2,2,1,1,1,40,0,0
19257,1,2,1,0,0,130,0,0
19258,1,2,1,0,0,40,0,0
19259,1,2,1,0,0,100,0,0
19260,1,2,1,1,0,90,0,0
19261,1,2,1,1,0,90,0,0
19262,1,2,1,0,0,100,0,0
19264,1,2,1,0,0,70,0,0
19264,2,2,1,0,0,55,0,0
19266,1,2,1,1,0,100,0,0
19267,1,2,1,1,0,100,0,0
19268,1,2,1,0,0,215,0,0
19270,1,2,1,0,0,215,0,0
19271,1,2,1,1,1,60,0,0
19271,2,2,1,1,1,60,0,0
19273,1,2,1,0,0,230,0,0
19274,1,2,1,1,0,40,0,0
19275,1,2,1,1,0,60,0,0
19275,2,2,1,1,0,55,0,0
19276,1,2,1,0,0,240,0,0
19277,1,2,1,1,0,75,0,0
19279,1,2,1,1,0,55,0,0
19280,1,2,1,1,0,55,0,0
19281,1,2,1,0,0,280,0,0
19282,1,2,1,0,0,170,0,0
19283,1,2,1,0,0,160,0,0
19284,1,2,1,0,0,20,0,0
19285,1,2,1,1,0,110,0,0
19286,1,2,1,1,0,110,0,0
19287,1,2,1,1,0,90,0,0
19288,1,2,1,1,1,60,0,0
19288,2,2,1,1,1,60,0,0
19289,1,2,1,0,0,100,0,0
19292,1,2,1,0,0,40,0,0
19293,1,2,1,0,0,170,0,0
19294,1,2,1,0,0,45,0,0
19295,1,2,1,1,0,120,0,0
19296,1,2,1,1,0,120,0,0
19297,1,2,1,0,0,190,0,0
19298,1,2,1,1,0,110,0,0
19299,1,2,1,0,0,175,0,0
19300,1,2,1,0,0,164,0,0
19301,1,2,1,0,0,110,0,0
19302,1,2,1,0,0,120,0,0
19303,1,2,1,0,0,215,0,0
19304,1,2,1,0,0,130,0,0
19305,1,2,1,1,1,60,0,0
19306,1,2,1,0,0,135,0,0
19308,1,2,1,1,0,60,0,0
19309,1,2,1,0,0,220,0,0
19310,1,2,1,0,0,110,0,0
19312,1,2,1,0,0,240,0,0
19313,1,2,1,1,0,110,0,0
19314,1,2,1,0,0,215,0,0
19315,1,2,1,0,0,200,0,0
19316,1,2,1,0,0,270,0,0
19317,1,2,1,1,1,30,0,0
19317,2,2,1,1,1,25,0,0
19318,1,2,1,0,0,150,0,0
19319,1,2,1,0,0,20,0,0
19320,1,2,1,0,0,30,0,0
19320,2,2,1,1,0,40,0,0
19321,1,2,1,0,0,20,0,0
19321,2,2,1,1,0,40,0,0
19322,1,2,1,1,0,20,0,0
19325,1,3,2,2,1,80,1,1
19326,1,2,1,0,0,20,0,0
19327,1,2,1,0,0,20,0,0
19328,1,2,1,0,0,30,0,0
19329,1,2,1,0,0,20,0,0
19333,1,3,2,2,1,75,1,1
19334,1,3,2,1,0,75,1,1
19336,1,1,0,0,0,20,0,0
19337,1,2,1,1,0,10,0,0
19339,1,2,1,0,0,50,0,0
19340,1,2,1,1,0,30,0,0
19342,1,3,2,0,0,155,1,1
19344,1,2,1,0,0,180,0,0
19345,1,2,1,0,0,230,0,0
19346,1,2,1,0,0,130,0,0
19347,1,2,1,0,0,80,0,0
19348,1,2,1,0,0,40,0,0
19349,1,2,1,0,0,90,0,0
19350,1,2,1,0,0,80,0,0
19351,1,2,1,0,0,105,0,0
19352,1,3,2,1,0,270,1,1
19353,1,2,1,1,1,70,0,0
19353,2,2,1,1,1,115,0,0
19354,1,2,1,0,0,105,0,0
19355,1,2,1,0,0,105,0,0
19356,1,2,1,0,0,180,0,0
19357,1,3,2,1,0,30,1,1
19361,1,2,1,1,0,20,0,0
19362,1,2,1,0,0,75,0,0
19363,1,2,1,1,1,75,0,0
19364,1,2,1,1,1,75,0,0
19367,1,2,1,0,0,220,0,0
19368,1,2,1,0,0,180,0,0
19373,1,2,1,1,1,10,0,0
19374,1,2,1,1,1,10,0,0
19375,1,2,1,0,0,10,0,0
19379,1,2,1,1,1,30,0,0
19383,1,2,1,0,0,90,0,0
19384,1,2,1,1,1,120,0,0
19385,1,2,1,1,0,25,0,0
19385,2,2,1,1,0,10,0,0
19386,1,2,1,0,0,210,0,0
19387,1,2,1,0,0,165,0,0
19389,1,2,1,0,0,170,0,0
19390,1,2,1,1,0,180,0,0
19391,1,2,1,1,0,120,0,0
19392,1,2,1,0,0,130,0,0
19393,1,2,1,0,0,120,0,0
19394,1,1,1,1,0,35,0,0
19395,1,2,1,0,0,150,0,0
19396,1,2,1,0,0,150,0,0
19398,1,2,1,0,0,180,0,0
19399,1,2,1,0,0,210,0,0
19401,1,2,1,0,0,165,0,0
19402,1,2,1,0,0,180,0,0
19403,1,1,0,0,0,115,0,0
19406,1,2,1,0,0,150,0,0
19407,1,2,1,0,0,180,0,0
19409,1,2,1,0,0,70,0,0
19410,1,2,1,1,0,45,0,0
19412,1,2,1,0,0,40,0,0
19413,1,3,2,1,1,70,1,1
19414,1,5,4,3,2,290,1,3
19415,1,3,2,1,1,55,1,1
19416,1,3,2,0,0,70,1,1
19418,1,2,1,1,1,20,0,0
19419,1,2,1,0,0,70,0,0
19420,1,2,1,0,0,20,0,0
19422,1,2,1,0,0,60,0,0
19423,1,2,1,0,0,138,0,0
19424,1,2,1,0,0,120,0,0
19425,1,2,1,0,0,128,0,0
19426,1,2,1,1,0,30,0,0
19427,1,2,1,1,0,30,0,0
19429,1,2,1,0,0,90,0,0
19438,1,2,1,0,0,60,0,0
19440,1,2,1,0,0,210,0,0
19444,1,2,1,1,0,30,0,0
19445,1,2,1,0,0,100,0,0
19446,1,2,1,0,0,120,0,0
19447,1,2,1,0,0,60,0,0
19453,1,2,1,0,0,25,0,0
19457,1,2,1,0,0,145,0,0
19458,1,2,1,1,0,10,0,0
19459,1,2,1,1,1,30,0,0
19461,1,2,1,0,0,30,0,0
19462,1,2,1,0,0,30,0,0
19463,1,2,1,0,0,20,0,0
